카드사,상품명,전월실적,연회비(국내),연회비(국내외),모든가맹점,교통,주유,마트/편의점,쇼핑,푸드,배달,카페/디저트,뷰티/피트니스,생활요금,의료,애완동물,자동차/하이패스,레져/스포츠,영화/문화,간편결제,항공,프리미엄,여행/숙박,해외,디지털구독,멤버십,교육/육아,금융,기타
우리,카드의정석 댕댕냥이(고양이),30,1,1.2,,,1,1,,,,1,,,,1,,,,1,1,,,1,,,,,
우리,NU 후불하이패스,,0.2,,,,,,,,,,,,,,1,,,,,,,,,,,,
우리,NU Blanc,,5,5,1,,,,,,,,,,,,,,,,,1,,1,,,,,
우리,KT 카드의정석 SUPER DC Ⅱ,30,2,2,,,,,,,,,,1,,,,1,1,,,,,,,,,,
우리,갤러리아 우리카드,30,1,1.2,,,1,,1,,,1,,,,,,,1,,,1,,1,,,,,
우리,카드의정석 베트남여행,30,1,1.2,,,1,,1,,,1,,,,,,,,,1,,,1,,,,,
우리,카카오뱅크 우리카드,40,1.2,1.2,,,,,1,,,,,,,,,,,1,,,,,,,,,
우리,마이카 우리카드,30,,1.2,,,1,,,1,,1,,,,,1,,1,,,,,,,,,,
우리,카드의정석 MILEAGE Asiana Club,50,3.9,3.9,,,,,,,,,,,,,,,,,1,1,,,,,,,
우리,H.Point 우리카드,,1.5,1.5,,,,,1,,,,,,,,,,,,1,,,,,1,,,
우리,PAYCO 36 우리카드,40,1.5,1.5,,,,1,,,,1,,,,,,,,1,,,,,,,,,
우리,SK Oil 400 우리카드,30,,1,,,1,,,1,,1,,,,,,1,1,,,,,,,,,,
우리,LoL CHAMPIONS KOREA 우리카드,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
우리,카드의정석 L.POINT,30,1,1.2,,,,,,,,,,,,,,1,,,,,,,,1,,,
우리,카드의정석 시니어플러스,30,1,1.2,,,,,,,,1,,,,,,,1,,1,,1,,,,,,1
우리,오케이몰 우리카드,30,1.5,1.5,,,,1,1,,,1,,,,,,,,,,,,,,,,,
우리,넥센타이어 우리카드,30,,1,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
우리,All For Me카드,30,,1,,,,,,1,,1,,,,,,1,1,,,,,,,,,,
우리,LG전자 베스트렌탈 우리카드,30,1.2,1.5,,,,,,,,,,1,,,,,,,,,,,,,,,
우리,NU AUTO 우리카드,50,2,2,,,1,,,,,,,,,,1,,,,,,,,,,,,
우리,CGV 우리카드,30,2,2,,,,,,,,,,,,,,,1,,,,,,,,,,
우리,NU Nature,30,1.2,1.2,,1,,,,,,1,,,,,1,,1,1,,,,,1,,,,
우리,다둥이 행복카드,,,,,1,1,,1,1,,,,1,,,1,,1,,,,,,,,,,
우리,카드의정석 US,30,1.5,1.5,,1,,,,,,,,1,,,1,,1,1,,,,,1,,,,
우리,위비 알뜰주유소 할인카드,30,1.2,1.2,,,1,,,1,,1,,,,,,,1,,,,,,,,,,
우리,카드의정석 UniMile in JEJU,30,1.5,1.5,,,1,,,,,,,,,,,,,,1,,1,,,,,,
우리,바디프랜드 카드,30,,1,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
우리,만나 우리카드,,1.2,1.2,,1,1,,,,,1,,,,,,,,,,,,,,,,,
우리,WON DISCOUNT(원 디스카운트) AIR,50,1,1,,1,,,,,1,1,,1,,,1,,,,,,,1,1,,,,
우리,AK우리카드 VIP,30,2.5,2.5,1,,,,,,,1,,,,,,1,,,1,1,,,,1,,,
우리,Hole In:WON(홀인원) 카드,50,4.9,4.9,,,1,,,,,1,,,,1,,1,,,,1,,,,,,,
우리,WON POINT(원 포인트) AIR,30,1,1,,,,1,,,1,1,,1,,,1,,1,,,,,1,1,,,,
우리,아이파킹 크레딧 카,30,1.5,1.8,,,1,,,,,,,,,,1,,,,,,,,,,,,
우리,코오롱몰 우리카드,30,1.5,1.5,,,,1,1,,,,,,,,,,,,1,,,,,,,,
우리,롯데렌터카 신차장 EV+ 우리카드,50,2,2,,,1,,,,,,,,,,1,,,,,,,,,,,,
우리,한화생명 Family 카드 (문화형),30,0.5,1,,1,1,1,,,,1,,1,,,,1,1,,,,1,,,1,,,
우리,LG전자 라서즐거운 카드,30,,1,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
우리,동양생명 우리카드,30,1.2,1.5,,,,,,,,,,,1,,,,,,,,,,,,,,
우리,카드의정석 하이마트,30,1.3,1.8,,,,,1,1,,1,,,,,,,1,,,,,,,,,,
우리,AK우리카드 VIP,30,1.2,1.2,1,,,,,,,1,,,,,,1,,,1,1,,,,1,,,
우리,라이나생명 라서즐거운카드,,,1,,,,,,1,,1,,1,,,,1,1,,,,,,,,,,
우리,카드의정석 삼성디지털프라자,30,2,2,,,,,1,,,1,,,,,,,1,,,1,,,,,,,
우리,한화생명 Family카드 (골프형),30,0.5,1,,1,1,1,,,,1,,1,,,,1,1,,,,1,,,1,,,
우리,셀리턴 우리카드,,1.5,2,,,,,,,,,,1,,,,,,,,,,,,,,,
하나,Mile1 하나카드,,2,2,,,,,,,,,,,,,,,,,1,1,,,,,,,
하나,1Q Daily+,30,1,1,,,1,,1,,,1,,1,,,,,,,,,,1,,,,,
하나,원더카드 FREE,,1.2,1.2,1,1,,1,1,,,1,,,,,,,,1,,,,,,,,,1
하나,하나 CLUB H 아메리칸 익스프레스 리저브 카드,50,,15,,,,,,,,,,,,,,,,,1,1,,,,,,,
하나,트래블로그 신용카드,,2,2,1,,,,1,,,,,,,,,,,1,1,,1,1,,,,,
하나,하나 스카이패스 아멕스 플래티늄 카드,,,4.5,,,,,,,,,,,,,,,,,1,,,,,,,,
하나,하나멤버스 1Q카드 내맘대로,30,,1,,1,,,1,,,,,1,,,,,1,,,1,,,,,,,
하나,#tag1카드 Navy,40,,1.2,,,,1,,,,,,1,,,,1,1,,,,,,,,1,,
하나,CLUB SK(클럽 SK)카드,40,0.6,0.7,,1,1,1,,1,,1,,1,,,,,1,,,1,,,,1,1,,
하나,CLUB Signature SKYPASS 카드,,,14.5,,,,,,,,,,,,,,,,,1,1,,,,,,,
하나,알뜰교통 my pass 마패 신용카드(Hana-BC),50,,1.7,,1,,1,,,,1,,,,,,,,,,,,,,,,,
하나,Any PLUS 카드,,1.5,1.5,1,,,,1,,,,,,,,,,,,,,,1,,,,,
하나,토스 신용카드,,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,,
하나,원더카드 LIVING,40,1.99,1.99,,1,1,,,,,1,,1,1,,,,,,,,,,,,,,1
하나,1Q Daily+[40주년 에디션],,1,1,,1,1,,1,,,1,,1,,,,,,,,,,1,,,,,
하나,Mile 1.6 대한항공,,,4.5,,,,,,,,1,,,,,,,1,,1,,,,,,,,
하나,CLUB1카드 200,,,200,,,,,1,,,,,,,,,1,,,1,,,,,,,1,1
하나,CLUB Primus Asiana Club 카드,,,10,,,1,,1,,,,,,,,,1,,,1,1,,1,,,,,
하나,1Q Global VIVA,30,1.3,1.5,,1,,,1,,,,,1,,,,,1,,,,1,1,,,,,
하나,내맘대로 쁨 카드,50,1.2,1.2,1,,1,1,1,,,,1,,1,,,1,,1,,,1,,,,1,,
하나,1Q My Lunch,30,1.5,1.7,,1,,,,1,,,,1,,,,1,1,,,,,,,,,,
하나,하나 원큐 카드,,1.5,1.5,,,,,,,,,,,,,,,,,,,,1,,,,,
하나,후불하이패스 카드,,0.5,,,,,,,,,,,,,,1,,,,,,,,,,,,
하나,CLUB Primus Skypass 카드,,,10,,,1,,1,,,,,,,,,1,,,1,1,,1,,,,,
하나,하나멤버스 1Q(원큐) 카드 Daily,30,0.8,1,1,,,,,,,1,,1,,,,,,,,,,,,1,,,
하나,신세계 the Mile 하나카드,,,3.5,,,,,1,,,,,,,,,,,,1,,,,,,,,
하나,#tag1카드 Orange,30,,1.2,,1,1,1,1,,,1,,1,,,,1,1,,,,,,,,,,
하나,1Q Special+,30,,1,,,1,,1,1,,1,,1,,,,,,,,,,1,,,,,
하나,원더카드 HAPP,40,1.2,1.2,1,,1,1,,,,1,1,,,1,,,,1,,,,,,,,,1
하나,모두의 건강,30,1.5,1.5,1,,,1,,1,,1,,,1,1,,1,,,,,,,,,,,
하나,원더카드 T,40,1.99,1.99,,1,1,1,1,,,,,1,,,,,,1,,,,,,,,,1
하나,CLUB Primus Point 카드,,,10,1,,1,,1,,,,,,,,,1,,,,1,,1,,,,,
하나,모두의 신세계 하나카드,40,1.2,1.2,,1,,,1,,,1,,,,,,1,,1,,,,,,,,,
하나,언택트 L 하나카드,30,1,1,,1,,,1,,1,,,,,,,,,1,,,,,,,,,
하나,하나멤버스 1Q(원큐) 카드 Shopping,30,0.8,1,,,,,1,,,1,,1,,,,,,,,,,,,1,,,
하나,CLUB Premier Travel 카드,,,20,,1,,,1,,,1,,,,,,,,,1,,,,,1,,,
하나,KT Super DC,30,1.2,1.5,,,,,,,,1,,1,,,,,1,,,,,,,,,,
하나,CLUB Premier Hotel 카드,,,20,,1,1,,,,,1,,,,,,,,,1,,1,,,,,,
하나,카카오뱅크 하나카드,,1.2,1.2,1,,,,,,,,,,,,,,,1,,,,,1,,,,
하나,#any 하나카드,50,1.2,1.2,,,,,,,,,,,,,,,,1,,,,,1,,,,
하나,원더카드 DAILY,40,1.99,1.99,,1,,1,1,1,1,,,,,,,,,,,,,,1,,,,
하나,#MY WAY 카드,20,2,2,,1,1,1,1,,,1,,1,,,,,,,,,,,1,,,,1
하나,삼프로TV 하나카드,30,1.5,1.5,,,,,,,,,,,,,,,,1,,,,,,,,,
하나,CLUB Signature Asiana Club 카드,,,14.5,,,,,,,,,,,,,,,,,1,1,,,,,,,
하나,모두의 쇼핑,30,1.5,1.5,,,,,1,,,,,,,,,,,,,,,,,,,,
하나,my pass 마패 카드,50,,1.7,,1,,1,,,,1,,,,,,,,,,,,,,,,,
하나,하나멤버스 1Q(원큐) 카드 Living,30,0.8,1,1,,,,,,,1,,1,,,,,,,,,,,,1,,,
하나,밀리언달러 하나카드,,1.5,1.5,1,,,,,,,,,,,,,,,,,,,1,,,,,
하나,Mile 1.6 아시아나,,,4.5,,,,,,,,1,,,,,,,1,,1,,,,,,,,
하나,카카오 T 하나카드,30,,1.5,,1,1,,,,,,,,,,,,1,,,,,,,,,,
하나,하나로마트 하나카드,30,,1.5,,,,1,,,,1,,1,,,,,,,,,,,,,1,,
하나,펫 사랑 카드,30,1.5,1.5,,1,,,1,,,1,,1,,1,,,,,,,,,,,,,
하나,닥터구디 T&R(티앤알) 카드,40,2.5,2.5,,,,,,,,,,1,1,,,,,,,,,,,,,,
하나,바디프랜드 하나카드,30,,1.2,,,,1,,,,1,,1,,,,,,,,,,,,,,,
하나,New 제주항공 하나카드,30,1.7,1.7,,,,,1,,,,,,,,,1,,,1,,,,1,,,,
하나,랭킹닭컴 하나카드,30,,1.5,,,,,,1,1,1,,1,,,,,1,,,,,1,,,,,
하나,통커 카드,50,,1.7,,,,,1,,,1,,1,,,,,,,,,,,,,,,
하나,1Q Shopping+,30,1,1,,1,1,,1,,,1,,1,,,,,,,,,,1,,,,,
하나,K리그 축덕 하나멤버스 1Q Play1 카드,30,1,1.2,,1,,1,1,,,1,1,1,,,,,1,,,,,1,,,,,
하나,에너지 더블 카드,40,2,2,,1,1,1,,,,1,,1,,,,,,,,,,,,,,,1
하나,이디야 하나카드,30,,1.5,,1,,,,,,1,,,,,,,,,,,,,1,,,,
하나,프레딧 하나카드,30,1.2,1.2,1,,,,1,,,1,,1,,,,,,1,,,,,,,,,
하나,New Happy 하나카드,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,
하나,원스토어 1 하나카드,30,1.2,1.5,,,,,,,1,,,,,,,,1,,,,,,,,,,
하나,풀무원 하나카드,50,2,2.3,,,,,1,1,,,,1,,,,,,,,,,,,,,,
농협,올바른 FLEX 카드,30,1,1.2,,1,,1,1,,1,1,,1,,,,,1,1,1,,,,1,,,,
농협,올바른 NEW HAVE카드,,1.2,1.2,1,1,,1,1,,1,1,,1,,,,,,,1,,,1,1,,,1,
농협,NH올원 Shopping&11번가카드(R2타입),30,0.8,1,,,1,1,1,,,1,,,1,,,1,,,,,,1,,,,,
농협,zgm.play카드,,1.2,1.2,,1,,1,1,1,,1,1,1,,,,1,1,,,,,,,,,,
농협,zgm.고향으로카드,,1.2,1.2,1,,,,,,,,,,,,,,,,,,,,,1,,,
농협,NH올원 파이카드,30,1,1.2,,1,1,1,,,1,1,,1,1,,,,,,,,,1,,,,,
농협,zgm.the pay카드,,1.2,1.2,1,,,,,,,,,,,,,,,1,,,,,,,,,
농협,별다줄카드,30,1.2,1.4,1,1,,1,1,,1,1,,1,,,,1,,,1,,,,1,,,,
농협,zgm.휴가중카드,,2.5,2.5,1,,,,1,,,,,,,,,,,,1,1,1,1,,,,,
농협,올바른 MYPICK 카드,40,1.3,1.3,,1,,1,1,1,,1,1,,1,,,,,,1,,1,1,,,,1,
농협,올바른 POINT UP 카드,40,,1.2,1,1,,1,1,,,1,,,,,,,1,,1,,,,,,,1,
농협,NH20 해봄카드,30,,0.8,,1,1,1,1,,1,1,,1,,,,1,1,,1,,,1,,,,,
농협,알뜰교통카드(신용),40,1.3,1.5,,1,,1,,,1,1,1,1,,,,,,,,,,,,,,,
농협,zgm.일본여행중 카드,,2.3,2.5,,,,1,1,,,,,,,,,,,,1,1,1,1,,,,,
농협,올바른 NEW HAVE+카드,,2.3,2.5,1,1,,1,1,,1,1,,1,,,,,,,,1,,1,1,,,1,
농협,올바른 OIL&PASS,40,1.3,1.5,,1,1,1,1,,1,1,1,1,,,1,,,,,,,,,,,,
농협,위카드,,,20,1,,,,,,,,,,,,,,,,1,1,,,,,,,1
농협,New후불하이패스카드,,0.2,,,,,,,,,,,,,,1,,,,,,,,,,,,
농협,NH올원 All100(올백)카드,30,0.8,0.8,,1,,1,1,,,,,1,1,,,,1,,,,,,,1,,1,1
농협,zgm.rounding카드,30,2.3,2.5,,,,,,,,1,,,,,,1,,,1,1,,,,,,,
농협,NH올원 LGU+카드,30,,1.5,,,,,,,,1,,1,,,,1,1,,,,,,,,,,1
농협,SolSol++(쏠쏠투플러스)카드,30,,5,,1,1,1,1,1,,1,1,1,,1,,,1,,,1,1,,,,,,
농협,나무 NH농협카드,40,1.5,1.5,,1,,1,1,,1,1,,1,,,,,,,1,,,1,1,,,,1
농협,ME+(미플러스)카드,30,2.3,2.5,,1,,,1,1,,1,,,,,,1,,,,,,,,,,,
농협,에코마일리지카드(비씨),30,0.6,0.8,,1,,1,1,1,,,,1,1,,,1,,,,,,,,,1,,
농협,[NH농협] 그린카드v2,20,1,1.2,1,1,,,1,,,1,,1,,,,,1,,,,,,,,,,
농협,국민행복카드(비씨),30,,,,1,,,1,,,1,,1,1,,,1,,,,1,,,,1,1,,
농협,LCC UniMile카드,30,,2.5,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,
농협,SOHO 다사로이카드,,1.2,1.2,1,,,,,,,,,1,,,,,,,,,,,,,,,1
농협,GS리테일 NH농협카드,,1.2,1.2,1,,,,,,,,,,,,,,,,1,,,,,1,,,
농협,올바른 BAZIC 카드,40,,1.4,1,,,,,,,,,,,,,,,,1,,,1,,,,,
농협,NH1961카드,,1.2,1.4,1,,,,1,,1,,,,,,,,,,1,,,,1,,,,
농협,올바른OIL카,30,,1.5,,1,1,1,,,,1,,,,,1,,,,,,,,,,,,
농협,올바른TRAVEL카드(일본특화),30,,2,,1,,1,1,,,1,,,,,,,1,,,1,1,1,,,,,
농협,어디로든 그린카드,30,1.5,1.7,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
농협,위 레아카드(포인트),50,29.5,30,1,,,,,,,,,,,,,,,,1,1,,1,,,,,
농협,위 테라카드(스카이패스),50,,53,,,,,,,,1,,,,,,,,,1,1,,,,,,,
농협,NH올원 Rental&코웨이카드,,1,1.2,,,,,,,,,,1,,,,1,,,,,,,,,,,
농협,SOHO 다사로이+카드,,2.3,2.5,1,,,,,,,1,,1,,,,,,,,1,,,1,,,,1
농협,위 레아카드(아시아나클럽),50,,33,,,,,,,,,,,,,,,,,1,1,,,,,,,
농협,후불하이패스카드(비씨),,,0.2,,,,,,,,,,,,,1,,,,,,,,,,,,
농협,ON PLATINUM카드(포인트),,11.8,12,1,,,,1,,,,,,,,,,,,1,1,,,,,,,
농협,SOHO 다사로이OIL카드,50,1.5,1.7,,,1,,,,,,,,,,1,,,,,,,,,,,,1
농협,쇼핑조아카드,40,,2.3,1,,,,1,,,,,,,,,,,1,,,,,,,,,
농협,올바른 BAZIC+ 카드,40,,2.3,1,,1,1,1,,,,,,1,,,,,,,,,1,,,,,
농협,올바른 Edu 카드,40,,2.5,,1,,1,1,,,1,1,1,,,,,1,,,,,,,,1,1,
농협,올바른SAFE Platinum카드,,10,10,1,,,,,,,,,,,,,,,,,1,,,,,,,
농협,위 레아카드(스카이패스),50,,33,,,,,,,,,,,,,,,,,1,1,,,,,,,
농협,NH올원 Rental&넥센타이어카드,30,1,1.2,,,,,,,,,,1,,,,1,,,,,,,,,,,
농협,올바른 POINT UP+ 카드,40,,2.3,1,1,,1,1,,,1,,1,,,,,1,,,,,,,,,1,
농협,NH농협 콕카드,40,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,
농협,ON PLATINUM카드(스카이패스),,12.8,13,,,,,,,,,,,,,,,,,1,1,,,,,,,
농협,위 테라카드(포인트),50,49.5,50,1,,,,,,,1,,,,,,,,,1,1,,1,,,,,
농협,zgm.play++카드,,6.3,6.5,,1,,1,1,1,,1,1,1,,,,1,1,,,1,,,,,,,
농협,NH농협 올바른LIFE카드(적립형),,,1,1,1,1,1,,,,1,,,,,,,1,,,,,1,,1,,,
농협,SolSol(쏠쏠)카드,30,,1,,1,1,1,1,1,,1,1,1,,1,,,1,,,,,,,,,,
농협,올바른지구 카드,40,1.3,1.5,,1,1,,1,,1,,1,1,,,,1,,,,,,,,,,,
농협,할인조아카드,40,1.3,1.5,,1,1,1,1,,,1,,,,,,1,1,,,,,,,,,,
농협,NH농협 부자되세요 아파트카드(비씨),40,,1,,,,,1,,,1,,1,,,,,,,,,,,,,1,,
농협,NH농협 올바른LIFE카드(할인형),30,,1,,,,1,1,,,1,,1,1,,,1,1,,,,,,,,,,
농협,NH올원 Rental&바디프랜드카드,30,1.2,1.4,,,,,,,,,,1,,,,1,,,,,,,,,,,
농협,T라이트카드,40,,1,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
농협,zgm.streaming카드,40,1.2,1.2,,,,,,,,,,,,,,,,1,,,,,1,,,,
농협,올바른 GIVE 카드,,2.3,2.5,1,,,,1,,,1,,1,1,,,1,1,,,1,,1,,,,,
농협,NH농협 올바른 하나로(Hanaro) 카드,40,1.3,1.5,1,1,,1,,,,1,,,1,,,1,1,,1,,,,,,,,1
농협,NH올원 NH투자증권카드,,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,1
농협,위 테라카드(아시아나클럽),50,,53,,,,,,,,1,,,,,,,,,1,1,,,,,,,
농협,NH올원+(플러스)카드,,2.3,2.5,1,,,,,,,,,,,,,,,,,,,1,,,,,1
농협,ON PLATINUM카드(아시아나클럽),,12.8,13,,,,,,,,,,,,,,,,,1,1,,,,,,,
농협,올바른HOMETOWN카드,40,1.2,1.2,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,
농협,올바른TRAVEL카드(중국특화),30,,2,,1,,1,1,,,1,,,,,,,1,,,1,1,1,,,,,
농협,KT수퍼할부카드(비씨),30,,1.5,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
농협,NH올원 LG전자BEST카드,30,,1.5,,,,,,,,1,,1,,,,1,1,,,,,,,,,,
농협,Shopping Save카드,10,0.6,0.8,,1,,1,1,,,1,,1,,,,,,,,,,1,,,,1,
농협,#ing+(샵핑플러스)카드,30,2.3,2.5,,,,1,1,,,1,,,,,,1,,,,,,,,,,,
농협,NC다이노스카드,30,0.8,1,,,,,1,,,1,,1,,,,1,1,,,,,,,,,,
농협,펫블리(PETvely) 카드,30,2.3,2.5,,,,,1,,,1,,,,1,,,,,,1,,,,,,,
농협,#ing(샵핑)카드,30,0.8,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,
농협,NH올원 Direct&DB손해보험카드,,1,1.2,,,1,,,1,,1,,,,,1,,,,,,,,,,,,
농협,적립조아카드,,1,1.2,,,,,,,,,,,,,,,,,,,,1,,,,,
농협,NH올원 Shopping&AMOREPACIFIC카드,30,1,1.2,,,,,,,,1,1,,,,,1,1,,,,,,,,,,
농협,엘포인트카드(비씨),50,,1.5,,,1,1,1,1,,1,,,,,,1,1,,,,,,,1,,,
농협,올바른SAFE카드,,1.2,1.2,1,,,,1,,,,,,,,,,,,,,,,,,,1,
농협,부자되세요 HomeShopping카드(비씨),20,,1,,,,,1,1,,1,,,,,,,1,,,,,,,,,,
IBK,마일앤조이카드(대한항공),,,3,,1,,,,,,,,,,,,,,,1,1,1,,,,,,
IBK,BLISS.7 카드(마일리지),,,20,,,,,,,,,,,,,,,,,1,1,,,,,,,
IBK,IBK 무직타이거 카드(신용),50,1,1.2,,1,1,1,1,,,1,,,,,,1,1,,,,,,,,,1,
IBK,Oil & Life카드(Oil카드),30,,0.5,,,1,,,,,,,1,,,,1,1,,,1,,,,1,,1,
IBK,Daily With(데일리위드)카드,50,1.2,1.2,,1,,1,1,1,,,,1,1,,,,,,,,,,,,,,
IBK,I-어디로든 그린카드,30,1.5,,1,1,1,,,,,1,,,,,,,,,,,,,,1,,,
IBK,IBK-Hybrid(하이브리드)카드,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1
IBK,BLISS.5 카드(마일리지),30,,9.5,,1,,,,,,1,,,,,,,1,,1,1,,,,,,,
IBK,I-알뜰교통플러스 카드(신용),20,0.2,0.4,,1,1,,1,1,,,,1,1,,,1,1,,,,,1,,,,,1
IBK,마일앤조이카드(아시아나),,,0.3,,1,,,,,,,,,,,,,1,,1,1,,,,,,,
IBK,BLISS.7 카드(포인트),,,19,,,,,,,,,,,,,,,,,,1,,,,,,,
IBK,일상의 기쁨카드(신용),50,,1,,1,1,1,1,,,1,,,,,,1,1,,,,,,,,,1,
IBK,IBK무민카드(신용),50,1,1,,1,1,1,1,,,1,,,,,,1,1,,,,,,,,,1,
IBK,CEO카드,70,,22,,,,1,1,,,1,,,,,,1,,,1,1,1,,,,,,
IBK,IBK KaPick,,1.4,1.5,1,1,1,1,1,,1,1,,1,,1,,,,,,,,,1,,,,
IBK,IBK DC히어로즈 카드(신용),50,1,1.2,,1,,1,1,1,,,,1,1,,,,,,,,,,,,,,
IBK,[IBK] 그린카드v2,20,,1,1,1,,,1,,,1,,1,,,,,1,,,,,,,1,,,
IBK,BLISS.5 카드(포인트),30,,9.5,,1,,,,,,1,,,,,,,1,,,1,,,,,,,
IBK,K-22(Mileage),50,21.9,22,,,,,,,,,,,,,,,,,1,1,,,,,,,
IBK,국민행복카드(신용),30,,,,,,,,,,,,,1,,,,,,,,,,,,1,,
IBK,쇼핑앤조이 카드,30,,1,,1,,,1,,,1,,1,,,,,,,,,,,,,,1,
IBK,I-PET,,1.8,1.9,,,,1,1,,,1,,,,1,,,,,,,,,,,,,
IBK,EV카드,30,0.9,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
IBK,I-ALL,,1.4,1.5,1,1,1,1,1,,1,1,,1,,1,,,,,,,,,1,,,,
IBK,IBK hi 카드,20,0.2,0.4,,1,1,,,1,,,,1,,,,1,1,,,,,,,,,1,
IBK,Oil & Life카드(Life카드),40,,0.5,,,1,,,1,,,,1,,,,1,1,,,1,,,,1,,1,
IBK,일년의 설렘카드,50,,0.1,,,,,,,,,,,,,,1,,,,,,,,,,1,1
IBK,K-22(Point),50,21.9,22,,,,,,,,,,,,,,,,,,1,,,,1,,,
IBK,자연드림 IBK카드,,,0.2,,,1,,1,1,,1,,,,,,1,1,,,,,,,1,,1,
IBK,용인시민카드(신용),30,0.5,0.7,,1,1,,1,1,,1,,,,,,1,1,,,,,,,,,,
IBK,일년의 설렘카드(모바일전용),,0.5,0.5,,,,,,,,,,,,,,1,,,,,,,,,,1,1
IBK,제주항공 Refresh Point 카드,,,2,,,,,,,,,,,,,,,,,1,,1,,,,,,
IBK,참! 좋은 다이소카드(신용),30,,1,,,1,1,1,,,1,1,,,,,1,1,,,,,,,,,,
IBK,IBK-Syrup카드[신용],30,0.5,0.7,,,,,,,,,,,,,,,,,,1,,,,1,,,
IBK,참! 좋은 kt wiz 카드(신용),,,0.2,1,,1,1,1,1,,1,,,,,,1,1,,,,,,,,,,
IBK,olleh Super DC IBK카드,30,,1,,,1,,,1,,,,1,,,,1,1,,,,,,,,,,
IBK,skylife Ultra IBK카드,30,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,
IBK,아모레퍼시픽 IBK카드,50,,1,,1,1,1,1,,,1,1,,,,,1,1,,,,,,,,,,
IBK,IBK 나라사랑카드,8,,,,1,,1,,1,,,1,1,,,,1,1,,,,,,,1,,1,
,,,,,142,197,186,226,281,109,87,281,67,212,66,18,72,143,184,90,121,166,55,106,107,62,60,38,74
